"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.387083597E2,1.745999908E1,5.561999893E1,-6.000000000E0
1.387183584E2,1.685999870E1,5.555999756E1,-5.879999638E0
1.387283572E2,1.679999924E1,5.543999863E1,-5.159999847E0
1.387383558E2,1.619999886E1,5.579999924E1,-5.339999676E0
1.387483546E2,1.589999962E1,5.621999741E1,-4.920000076E0
1.387583534E2,1.553999996E1,5.634000015E1,-3.899999857E0
1.387683522E2,1.500000000E1,5.663999939E1,-3.059999943E0
1.387783510E2,1.439999962E1,5.663999939E1,-1.740000010E0
1.387883498E2,1.403999996E1,5.627999878E1,-1.259999990E0
1.387983486E2,1.355999947E1,5.669999695E1,-4.799999893E-1
1.388083473E2,1.313999939E1,5.621999741E1,2.999999821E-1
1.388183460E2,1.247999954E1,5.645999908E1,9.599999785E-1
1.388283447E2,1.181999969E1,5.687999725E1,1.919999957E0
1.388383435E2,1.163999939E1,5.621999741E1,1.620000005E0
1.388483422E2,1.121999931E1,5.663999939E1,1.559999943E0
1.388583410E2,1.127999973E1,5.675999832E1,1.559999943E0
1.388683397E2,1.139999962E1,5.645999908E1,1.559999943E0
1.388783385E2,1.097999954E1,5.700000000E1,2.099999905E0
1.388883372E2,1.127999973E1,5.700000000E1,2.339999914E0
1.388983360E2,1.115999985E1,5.693999863E1,2.519999981E0
1.389083348E2,1.080000019E1,5.705999756E1,2.339999914E0
1.389183335E2,1.134000015E1,5.711999893E1,2.220000029E0
1.389283322E2,1.103999996E1,5.736000061E1,1.679999948E0
1.389383310E2,1.115999985E1,5.711999893E1,1.319999933E0
1.389483298E2,1.134000015E1,5.723999786E1,1.019999981E0
1.389583285E2,1.121999931E1,5.687999725E1,4.799999893E-1
1.389683272E2,1.146000004E1,5.705999756E1,0.000000000E0
1.389783260E2,1.134000015E1,5.693999863E1,-1.199999928E0
1.389883249E2,1.134000015E1,5.723999786E1,-2.519999981E0
1.389983238E2,1.134000015E1,5.753999710E1,-3.480000019E0
1.390083227E2,1.146000004E1,5.729999924E1,-4.739999771E0
1.390183217E2,1.205999947E1,5.741999817E1,-5.099999905E0
1.390283207E2,1.284000015E1,5.723999786E1,-5.519999981E0
1.390383197E2,1.350000000E1,5.687999725E1,-6.059999943E0
1.390483188E2,1.403999996E1,5.693999863E1,-6.359999657E0
1.390583178E2,1.446000004E1,5.711999893E1,-6.960000038E0
1.390683168E2,1.481999969E1,5.711999893E1,-7.440000057E0
1.390783159E2,1.559999943E1,5.747999954E1,-8.279999733E0
1.390883150E2,1.602000046E1,5.700000000E1,-8.579999924E0
1.390983140E2,1.655999947E1,5.627999878E1,-9.659999847E0
1.391083132E2,1.710000038E1,5.603999710E1,-1.038000011E1
1.391183122E2,1.763999939E1,5.537999725E1,-1.097999954E1
1.391283114E2,1.829999924E1,5.525999832E1,-1.175999928E1
1.391383104E2,1.884000015E1,5.513999939E1,-1.175999928E1
1.391483096E2,1.913999939E1,5.477999878E1,-1.193999958E1
