"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.121906078E0,-6.554794312E-2,-6.323516369E-2,-1.662712097E-1
3.131904844E0,-8.157420158E-2,-7.605743408E-2,-1.442060471E-1
3.141903610E0,-8.909153938E-2,-1.001324654E-1,-1.273498535E-1
3.151902376E0,-1.220046282E-1,-9.693884850E-2,-1.467838287E-1
3.161901142E0,-1.421800852E-1,-1.054918766E-1,-1.281166077E-1
3.171899908E0,-1.348847151E-1,-8.717572689E-2,-1.696462631E-1
3.181898674E0,-1.122264862E-1,-8.058989048E-2,-1.922817230E-1
3.191897374E0,-8.934724331E-2,-6.435286999E-2,-1.886367798E-1
3.201896140E0,-7.835876942E-2,-7.152295113E-2,-1.994733810E-1
3.211894906E0,-6.740105152E-2,-3.545844555E-2,-1.959619522E-1
3.221893606E0,-4.013121128E-2,-2.361929417E-2,-1.803283691E-1
3.231892372E0,-1.885414124E-3,-1.955604553E-2,-1.954975128E-1
3.241891138E0,5.900144577E-3,-6.327152252E-3,-1.982517242E-1
3.251889871E0,2.189874649E-2,1.608419418E-2,-1.958560944E-1
3.261888637E0,1.507067680E-2,6.816983223E-3,-1.978750229E-1
3.271887403E0,1.453995705E-2,1.361417770E-2,-2.163362503E-1
3.281886169E0,1.094746590E-2,2.745008469E-2,-2.370233536E-1
3.291884935E0,-1.520729065E-2,3.812623024E-2,-2.429828644E-1
3.301883635E0,-5.150079727E-3,1.033544540E-2,-2.465820312E-1
3.311882368E0,9.851932526E-3,8.613705635E-3,-2.238254547E-1
3.321881168E0,1.546430588E-2,1.897060871E-2,-2.154912949E-1
3.331880001E0,-3.605234623E-2,1.485884190E-2,-1.928424835E-1
3.341878901E0,-4.990839958E-2,-2.760517597E-2,-1.801366806E-1
3.351877867E0,-5.800747871E-2,-3.351902962E-2,-1.773366928E-1
3.361876800E0,-1.060250998E-1,-8.450853825E-2,-1.675977707E-1
3.371875766E0,-1.197674274E-1,-9.131050110E-2,-1.534376144E-1
3.381874799E0,-1.085629463E-1,-9.238338470E-2,-1.755828857E-1
3.391873799E0,-9.000480175E-2,-7.130968571E-2,-2.050580978E-1
3.401872865E0,-1.050040722E-1,-9.536242485E-2,-1.747369766E-1
3.411871931E0,-6.713628769E-2,-8.304655552E-2,-1.852416992E-1
3.421870997E0,-5.076491833E-2,-7.760846615E-2,-1.982069016E-1
3.431870097E0,-3.236651421E-2,-7.463657856E-2,-1.751651764E-1
3.441869097E0,-3.128314018E-2,-6.916797161E-2,-1.544160843E-1
3.451868163E0,-2.525103092E-2,-7.329368591E-2,-1.672172546E-1
3.461867196E0,-3.615355492E-2,-6.782102585E-2,-1.704063416E-1
3.471866196E0,-3.498029709E-2,-6.992590427E-2,-1.831216812E-1
3.481865262E0,-5.568885803E-2,-7.226145267E-2,-2.029047012E-1
3.491864328E0,-4.537904263E-2,-8.655643463E-2,-2.130899429E-1
3.501863394E0,-2.603220940E-2,-1.033638716E-1,-2.231359482E-1
3.511862460E0,9.327888489E-3,-8.640575409E-2,-1.995487213E-1
3.521861526E0,1.021027565E-2,-9.564042091E-2,-1.757812500E-1
3.531860592E0,5.362749100E-3,-7.075214386E-2,-1.614980698E-1
3.541859658E0,-8.665323257E-3,-4.586625099E-2,-1.688461304E-1
3.551858658E0,-5.584025383E-2,-4.090738297E-2,-1.450071335E-1
3.561857724E0,-9.482216835E-2,-3.396010399E-2,-1.596202850E-1
3.571856790E0,-9.911453724E-2,-1.562893391E-2,-1.935300827E-1
