"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.480021652E0,-1.800000000E1,1.434000015E1,2.742000008E1
3.490020718E0,-1.829999924E1,1.397999954E1,2.705999947E1
3.500019784E0,-1.860000038E1,1.403999996E1,2.687999916E1
3.510018850E0,-1.811999893E1,1.415999985E1,2.723999977E1
3.520017916E0,-1.842000008E1,1.392000008E1,2.700000000E1
3.530016982E0,-1.823999977E1,1.367999935E1,2.723999977E1
3.540016048E0,-1.811999893E1,1.373999977E1,2.700000000E1
3.550015114E0,-1.842000008E1,1.397999954E1,2.718000031E1
3.560014114E0,-1.818000031E1,1.421999931E1,2.735999870E1
3.570013180E0,-1.818000031E1,1.434000015E1,2.705999947E1
3.580012246E0,-1.787999916E1,1.427999973E1,2.753999901E1
3.590011246E0,-1.787999916E1,1.385999966E1,2.718000031E1
3.600010312E0,-1.776000023E1,1.385999966E1,2.753999901E1
3.610009378E0,-1.787999916E1,1.397999954E1,2.777999878E1
3.620008378E0,-1.769999886E1,1.415999985E1,2.747999954E1
3.630007411E0,-1.776000023E1,1.409999943E1,2.718000031E1
3.640006344E0,-1.805999947E1,1.403999996E1,2.681999969E1
3.650005277E0,-1.794000053E1,1.446000004E1,2.681999969E1
3.660004143E0,-1.805999947E1,1.451999950E1,2.634000015E1
3.670002976E0,-1.835999870E1,1.434000015E1,2.663999939E1
3.680001809E0,-1.800000000E1,1.415999985E1,2.711999893E1
3.690000575E0,-1.769999886E1,1.385999966E1,2.729999924E1
3.699999308E0,-1.794000053E1,1.373999977E1,2.795999908E1
3.709998041E0,-1.769999886E1,1.415999985E1,2.789999962E1
3.719996774E0,-1.787999916E1,1.385999966E1,2.771999931E1
3.729995440E0,-1.847999954E1,1.367999935E1,2.784000015E1
3.739994140E0,-1.871999931E1,1.343999958E1,2.784000015E1
3.749992873E0,-1.829999924E1,1.319999981E1,2.843999863E1
3.759991606E0,-1.800000000E1,1.361999989E1,2.868000031E1
3.769990372E0,-1.776000023E1,1.350000000E1,2.771999931E1
3.779989105E0,-1.763999939E1,1.331999969E1,2.718000031E1
3.789987838E0,-1.787999916E1,1.319999981E1,2.681999969E1
3.799986604E0,-1.805999947E1,1.338000011E1,2.621999931E1
3.809985304E0,-1.818000031E1,1.338000011E1,2.681999969E1
3.819984070E0,-1.805999947E1,1.367999935E1,2.705999947E1
3.829982836E0,-1.800000000E1,1.350000000E1,2.681999969E1
3.839981536E0,-1.805999947E1,1.301999950E1,2.711999893E1
3.849980302E0,-1.776000023E1,1.319999981E1,2.742000008E1
3.859979068E0,-1.776000023E1,1.289999962E1,2.742000008E1
3.869977768E0,-1.763999939E1,1.331999969E1,2.753999901E1
3.879976534E0,-1.800000000E1,1.361999989E1,2.759999847E1
3.889975300E0,-1.847999954E1,1.338000011E1,2.723999977E1
3.899974066E0,-1.835999870E1,1.331999969E1,2.735999870E1
3.909972832E0,-1.884000015E1,1.301999950E1,2.693999863E1
3.919971598E0,-1.865999985E1,1.247999954E1,2.663999939E1
3.929970364E0,-1.865999985E1,1.301999950E1,2.627999878E1
3.939969130E0,-1.853999901E1,1.325999928E1,2.609999847E1
3.949967830E0,-1.847999954E1,1.331999969E1,2.651999855E1
3.959966596E0,-1.835999870E1,1.361999989E1,2.645999908E1
3.969965362E0,-1.800000000E1,1.313999939E1,2.627999878E1
3.979964062E0,-1.823999977E1,1.325999928E1,2.657999992E1
3.989962828E0,-1.823999977E1,1.325999928E1,2.634000015E1
3.999961594E0,-1.818000031E1,1.331999969E1,2.651999855E1
4.009960360E0,-1.842000008E1,1.331999969E1,2.729999924E1
4.019959126E0,-1.842000008E1,1.289999962E1,2.723999977E1
4.029957892E0,-1.823999977E1,1.296000004E1,2.718000031E1
4.039956658E0,-1.829999924E1,1.265999985E1,2.723999977E1
4.049955424E0,-1.818000031E1,1.271999931E1,2.705999947E1
4.059954124E0,-1.818000031E1,1.277999973E1,2.657999992E1
4.069952890E0,-1.823999977E1,1.284000015E1,2.657999992E1
4.079951656E0,-1.829999924E1,1.325999928E1,2.627999878E1
4.089950356E0,-1.842000008E1,1.338000011E1,2.634000015E1
4.099949089E0,-1.889999962E1,1.361999989E1,2.621999931E1
