"Time (s)","Pressure (hPa)"
1.923951310E2,1.000254639E3
1.924951191E2,1.000258301E3
1.925951073E2,1.000264404E3
1.926950956E2,1.000257812E3
1.927950838E2,1.000262939E3
1.928950720E2,1.000263916E3
1.929950602E2,1.000264648E3
1.930950484E2,1.000266846E3
1.931950366E2,1.000266846E3
1.932950248E2,1.000265381E3
1.933950128E2,1.000272705E3
1.934950007E2,1.000270996E3
1.935949886E2,1.000267334E3
1.936949768E2,1.000267822E3
1.937949650E2,1.000263428E3
1.938949871E2,1.000266357E3
1.939949753E2,1.000262451E3
1.940949635E2,1.000256592E3
1.941949517E2,1.000251953E3
1.942949398E2,1.000253662E3
1.943949280E2,1.000262207E3
1.944949160E2,1.000261719E3
1.945949038E2,1.000261719E3
1.946948918E2,1.000261719E3
1.947948798E2,1.000260498E3
1.948948678E2,1.000258057E3
1.949948558E2,1.000260742E3
1.950948437E2,1.000260498E3
1.951948317E2,1.000261230E3
1.952948197E2,1.000262207E3
1.953948077E2,1.000265381E3
1.954947957E2,1.000260742E3
1.955947835E2,1.000262695E3
1.956947714E2,1.000264893E3
1.957947595E2,1.000259277E3
1.958947477E2,1.000256348E3
1.959947359E2,1.000257812E3
1.960947241E2,1.000257080E3
1.961947124E2,1.000255859E3
1.962947006E2,1.000271973E3
1.963946888E2,1.000277588E3
1.964946770E2,1.000271240E3
1.965946652E2,1.000267334E3
1.966946531E2,1.000273926E3
1.967946410E2,1.000274902E3
1.968946292E2,1.000277100E3
1.969946175E2,1.000277832E3
1.970946057E2,1.000268799E3
1.971945939E2,1.000267578E3
1.972945821E2,1.000270020E3
1.973945703E2,1.000283936E3
1.974945586E2,1.000291504E3
1.975945468E2,1.000290771E3
1.976945349E2,1.000293213E3
1.977945230E2,1.000295654E3
1.978945112E2,1.000294922E3
1.979944994E2,1.000299805E3
1.980944876E2,1.000303711E3
1.981944758E2,1.000300049E3
1.982944640E2,1.000292969E3
1.983944523E2,1.000296387E3
1.984944406E2,1.000298096E3
1.985944288E2,1.000292236E3
1.986944170E2,1.000288574E3
1.987944049E2,1.000291748E3
1.988943929E2,1.000286377E3
1.989943809E2,1.000282715E3
1.990943691E2,1.000291016E3
1.991943573E2,1.000293457E3
1.992943455E2,1.000292236E3
1.993943337E2,1.000291504E3
1.994943219E2,1.000289307E3
1.995943101E2,1.000295410E3
1.996942982E2,1.000288574E3
1.997942864E2,1.000288574E3
1.998942743E2,1.000289795E3
1.999942622E2,1.000292480E3
2.000942502E2,1.000299561E3
2.001942382E2,1.000297852E3
2.002942262E2,1.000296143E3
2.003942142E2,1.000299805E3
2.004942022E2,1.000305908E3
2.005941902E2,1.000305908E3
2.006941781E2,1.000303223E3
2.007941661E2,1.000308838E3
2.008941541E2,1.000309570E3
2.009941420E2,1.000312012E3
2.010941298E2,1.000317139E3
2.011941181E2,1.000312012E3
2.012942098E2,1.000308105E3
2.013941980E2,1.000318359E3
2.014941862E2,1.000314453E3
2.015941745E2,1.000305420E3
2.016941627E2,1.000305176E3
2.017941509E2,1.000302979E3
2.018941391E2,1.000305420E3
2.019941271E2,1.000311279E3
2.020941150E2,1.000315674E3
2.021941030E2,1.000308838E3
2.022940912E2,1.000303223E3
2.023940794E2,1.000302002E3
2.024940676E2,1.000304932E3
2.025940558E2,1.000309326E3
2.026940441E2,1.000311035E3
2.027940323E2,1.000306396E3
2.028940205E2,1.000310059E3
