"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.804994761E1,-1.561176181E-1,-2.668949664E-1,-1.674900800E-1
2.815001129E1,1.419846416E-1,-1.789303720E-1,-1.949790120E-1
2.825007797E1,8.883935213E-2,-2.620080709E-1,-1.955898851E-1
2.835015065E1,5.096571147E-2,-4.751999974E-1,-1.809291244E-1
2.845021093E1,1.957407743E-1,-1.337263435E-1,-3.309973329E-2
2.855027825E1,6.929166615E-2,-1.099025980E-1,8.052120358E-2
2.865034816E1,4.180273041E-2,3.158704937E-1,1.031232178E-1
2.875041141E1,1.572562605E-1,3.714592159E-1,1.122861952E-1
2.885048293E1,1.566454023E-1,-3.537703678E-2,8.662985265E-2
2.895054784E1,-1.017506048E-1,8.007649332E-2,1.251143664E-1
2.905061729E1,-4.982705787E-2,-5.675732344E-2,1.149342954E-2
2.915068654E1,4.180273041E-2,1.161175370E-1,8.846244961E-2
2.925075752E1,1.089979112E-1,2.266841531E-1,-8.319067955E-2
2.935082557E1,9.678059816E-2,4.991300404E-1,7.563427836E-2
2.945088208E1,-8.647897094E-2,6.487920284E-1,1.642097533E-1
2.955095826E1,-8.525723964E-2,3.513006568E-1,2.081920356E-1
2.965101598E1,9.678059816E-2,1.802583933E-1,6.463870406E-2
2.975108499E1,1.682518274E-1,2.046930045E-1,6.524956971E-2
2.985115201E1,2.207862586E-1,-2.132713981E-2,2.798679098E-2
2.995121885E1,1.761930883E-1,-1.520523131E-1,-2.943454124E-2
3.005128850E1,-4.921618849E-2,-9.646356106E-2,1.699121669E-2
3.015135315E1,2.592023462E-2,-3.304249644E-1,-1.161774099E-1
3.025142237E1,-1.640588492E-1,-3.939549327E-1,-6.364299357E-2
3.035148765E1,-6.815301627E-2,-5.100193620E-1,-6.303212792E-2
3.045155780E1,-5.410310999E-2,-2.748362124E-1,-1.503858715E-1
3.055162241E1,1.236586794E-1,-4.446567297E-1,1.027169917E-2
3.065169442E1,5.157657713E-2,-7.019636035E-2,-1.937572956E-1
3.075176427E1,-9.319848567E-2,4.026133418E-1,1.576948725E-2
3.085182389E1,-7.242906839E-2,2.016386688E-1,2.246854007E-1
3.095189033E1,-1.066375300E-1,1.747606099E-1,2.961566448E-1
3.105196911E1,9.128281474E-2,-1.276176870E-1,1.971964538E-1
3.115202786E1,-1.684033312E-2,-3.904222697E-2,1.605445594E-1
3.125209211E1,-1.884934753E-1,-2.682492696E-2,-4.653877020E-2
3.135216285E1,-5.776830390E-2,-1.460762043E-2,-7.341683656E-2
3.145222840E1,1.004457921E-1,-2.865752019E-2,-4.043011367E-2
3.155229382E1,-1.151896343E-1,-3.001180943E-3,-3.371059895E-2
3.165235667E1,-2.599647045E-1,-5.675732344E-2,-1.131230742E-1
3.175242132E1,-1.121353135E-1,3.928395212E-1,-2.328526676E-1
