"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.281549823E1,2.918885946E-1,1.023172379E0,-7.475526333E-1
2.291556609E1,-4.950437546E-1,-6.541881561E-1,-7.155752182E-2
2.301563632E1,-2.199442387E-1,3.186540604E-1,6.272913218E-1
2.311570375E1,-5.842614174E-2,9.141826630E-2,-6.026105285E-1
2.321577062E1,-6.256222725E-2,-2.686824799E-1,1.414824724E-1
2.331583821E1,-2.356282473E-1,4.785633087E-1,5.884947181E-1
2.341591408E1,1.887258291E-1,4.906291962E-1,-3.564203382E-1
2.351598070E1,-3.445781469E-1,-3.725852966E-1,2.273646593E-1
2.361605297E1,-1.556366682E-1,1.498889923E-1,-5.150514841E-2
2.371610980E1,2.632522583E-1,1.934928894E-1,8.478202820E-1
2.381617656E1,1.717112064E-1,1.730194092E-1,8.279095888E-1
2.391623776E1,-3.785710335E-1,-8.719835281E-1,8.324719667E-1
2.401630632E1,4.117063284E-1,2.216157913E-1,1.187576294E0
2.411637378E1,4.051601887E-2,-4.208135605E-1,6.709527969E-1
2.421643998E1,7.135093212E-1,2.202768326E0,-7.722462416E-1
2.431651008E1,-6.624538898E-1,-1.639725685E0,6.117774248E-1
2.441657731E1,9.824241400E-1,2.070733070E0,-5.670559406E-1
2.451665094E1,-9.000437856E-1,-1.213733673E0,-1.168413997E0
2.461671727E1,1.724009514E-1,-1.281309128E-1,7.332530022E-1
2.471678171E1,1.142704487E-2,-4.007291794E-1,3.647339344E-1
2.481684274E1,7.198320627E-1,1.399175644E0,1.983919144E0
2.491691510E1,6.585109234E-2,1.356716156E-1,-5.745603442E-1
2.501698660E1,1.987674236E-1,-5.327491760E-1,-2.014940977E-1
2.511705320E1,2.186490297E-1,1.898728371E0,6.713287830E-1
2.521711303E1,-2.317353487E-1,-7.480621338E-3,-5.167521238E-1
2.531717856E1,-7.328566313E-1,-1.134906769E0,-2.803671360E-2
2.541724646E1,-3.049191833E-1,2.490482330E-1,4.461455345E-1
2.551731312E1,-1.238287687E-1,1.494770050E-1,6.242783666E-1
2.561738055E1,6.148257256E-1,-5.748462677E-1,7.311124802E-1
2.571744549E1,-3.517161608E-1,4.281301498E-1,1.152233243E0
2.581751275E1,-3.679329157E-1,3.253459930E-1,6.074395180E-1
2.591757994E1,-2.219730020E-1,8.862209320E-2,-2.779548466E-1
2.601765034E1,-2.182746530E-1,-2.903852463E-1,-3.470574021E-1
2.611772764E1,-8.316195011E-1,3.232288361E-2,-5.481956005E-1
2.621792390E1,-6.407642365E-2,3.599643707E-1,-2.066775858E-1
2.631799070E1,-1.237308979E-1,7.580289841E-1,9.682900906E-1
2.641804850E1,-2.883586884E-1,-8.524045944E-1,9.451632500E-1
2.651811546E1,5.176055431E-2,-3.323612213E-1,-5.015234947E-1
2.661818263E1,-2.602072954E-1,-2.973842621E-2,-4.108551741E-1
2.671824689E1,6.125084162E-1,-8.530569077E-1,1.645281911E-1
2.681831419E1,8.506748676E-1,8.201274872E-1,1.261391401E0
2.691838132E1,3.735922575E-1,-3.645668030E-1,-5.252485871E-1
2.701845108E1,3.885918856E-1,-3.923826218E-1,1.945406199E-1
2.711851852E1,1.720721722E-1,5.351037979E-1,-2.477990985E-1
2.721858495E1,-4.403686523E-2,5.339956284E-1,2.406958342E-1
2.731865288E1,-1.621266603E-1,-1.510027885E0,-2.101640940E0
2.741872001E1,-1.416919231E-1,-3.730897903E-1,9.476369619E-2
2.751878711E1,7.225947380E-1,6.644735336E-1,4.872512817E-2
2.761885327E1,-9.889050722E-1,-1.122898102E0,-1.387109756E-1
