"Time (s)","Pressure (hPa)"
1.143033951E2,1.002075684E3
1.144034623E2,1.002070068E3
1.145035294E2,1.002060547E3
1.146035963E2,1.002064941E3
1.147036572E2,1.002069824E3
1.148037244E2,1.002061768E3
1.149037915E2,1.002054932E3
1.150038589E2,1.002057617E3
1.151039261E2,1.002061035E3
1.152039912E2,1.002062012E3
1.153040584E2,1.002063232E3
1.154041255E2,1.002074219E3
1.155041926E2,1.002085693E3
1.156042598E2,1.002083252E3
1.157043270E2,1.002074463E3
1.158043944E2,1.002073730E3
1.159044616E2,1.002077637E3
1.160045290E2,1.002066895E3
1.161045962E2,1.002067139E3
1.162046633E2,1.002061279E3
1.163047304E2,1.002046875E3
1.164047976E2,1.002046143E3
1.165048647E2,1.002038086E3
1.166049318E2,1.002034180E3
1.167049979E2,1.002026611E3
1.168050651E2,1.002020752E3
1.169051322E2,1.002023193E3
1.170051996E2,1.002011475E3
1.171052668E2,1.002007080E3
1.172053339E2,1.001999512E3
1.173054010E2,1.002012451E3
1.174054682E2,1.002016602E3
1.175055358E2,1.002023682E3
1.176056029E2,1.002033203E3
1.177056697E2,1.002031982E3
1.178057368E2,1.002028564E3
1.179058040E2,1.002033691E3
1.180058710E2,1.002033447E3
1.181059382E2,1.002039795E3
1.182060053E2,1.002050781E3
1.183060725E2,1.002068359E3
1.184061422E2,1.002093506E3
1.185062094E2,1.002093262E3
1.186062771E2,1.002091553E3
1.187063443E2,1.002098877E3
1.188064114E2,1.002112793E3
1.189064786E2,1.002114014E3
1.190065457E2,1.002135254E3
1.191066128E2,1.002140869E3
1.192066800E2,1.002135986E3
1.193067471E2,1.002115479E3
1.194068142E2,1.002118896E3
1.195068814E2,1.002114746E3
1.196069486E2,1.002112549E3
1.197070160E2,1.002121338E3
1.198070832E2,1.002127441E3
1.199071503E2,1.002127686E3
1.200072174E2,1.002112549E3
1.201072846E2,1.002109375E3
1.202073517E2,1.002115967E3
1.203074189E2,1.002110352E3
1.204074861E2,1.002115479E3
1.205075528E2,1.002122803E3
1.206076199E2,1.002134033E3
1.207076874E2,1.002119873E3
1.208077296E2,1.002106445E3
1.209077967E2,1.002096191E3
1.210078639E2,1.002092773E3
1.211079311E2,1.002083252E3
1.212079982E2,1.002089600E3
1.213080653E2,1.002096191E3
1.214081298E2,1.002097412E3
1.215081970E2,1.002089355E3
1.216082635E2,1.002084717E3
1.217083303E2,1.002098633E3
1.218083974E2,1.002096680E3
1.219084646E2,1.002095459E3
1.220085317E2,1.002101318E3
1.221085988E2,1.002105957E3
1.222086660E2,1.002100830E3
1.223087342E2,1.002086182E3
1.224088014E2,1.002086670E3
1.225088685E2,1.002087646E3
1.226089357E2,1.002083252E3
1.227090025E2,1.002074951E3
1.228090696E2,1.002070557E3
1.229091368E2,1.002059082E3
1.230092039E2,1.002048340E3
1.231092779E2,1.002050049E3
1.232093450E2,1.002060303E3
1.233094122E2,1.002075684E3
1.234094793E2,1.002085938E3
1.235095464E2,1.002097168E3
