"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.170008649E0,2.021999931E1,-6.960000038E0,-5.219999790E0
3.180008649E0,2.003999901E1,-6.239999771E0,-5.219999790E0
3.190008615E0,1.968000031E1,-6.359999657E0,-5.099999905E0
3.200008648E0,2.010000038E1,-6.420000076E0,-5.099999905E0
3.210008648E0,2.010000038E1,-6.480000019E0,-5.159999847E0
3.220008681E0,2.027999878E1,-6.420000076E0,-5.099999905E0
3.230008714E0,2.021999931E1,-6.599999905E0,-5.400000095E0
3.240008714E0,2.015999985E1,-6.599999905E0,-5.699999809E0
3.250008680E0,1.997999954E1,-6.659999847E0,-5.879999638E0
3.260008713E0,1.997999954E1,-7.139999866E0,-5.639999866E0
3.270008746E0,1.985999870E1,-7.019999981E0,-4.799999714E0
3.280008746E0,1.968000031E1,-7.019999981E0,-4.380000114E0
3.290008746E0,1.979999924E1,-7.440000057E0,-4.319999695E0
3.300008712E0,1.985999870E1,-7.559999943E0,-4.319999695E0
3.310008745E0,2.010000038E1,-7.379999638E0,-5.159999847E0
3.320008745E0,2.015999985E1,-7.619999886E0,-5.819999695E0
3.330008745E0,1.992000008E1,-7.379999638E0,-5.699999809E0
3.340008711E0,1.973999977E1,-7.379999638E0,-5.940000057E0
3.350008711E0,1.973999977E1,-7.679999828E0,-5.099999905E0
3.360008744E0,1.985999870E1,-7.500000000E0,-4.679999828E0
3.370008744E0,1.979999924E1,-7.440000057E0,-4.920000076E0
3.380008744E0,1.973999977E1,-7.319999695E0,-4.679999828E0
3.390008744E0,1.997999954E1,-7.980000019E0,-5.279999733E0
3.400008744E0,1.973999977E1,-7.679999828E0,-5.339999676E0
3.410008710E0,1.985999870E1,-7.379999638E0,-5.099999905E0
3.420008743E0,1.973999977E1,-7.379999638E0,-5.339999676E0
3.430008743E0,1.955999947E1,-6.239999771E0,-5.279999733E0
3.440008776E0,1.973999977E1,-6.179999828E0,-5.279999733E0
3.450008742E0,1.985999870E1,-6.359999657E0,-5.339999676E0
3.460008742E0,1.997999954E1,-6.480000019E0,-5.519999981E0
3.470008775E0,1.985999870E1,-6.719999790E0,-5.400000095E0
3.480008775E0,1.968000031E1,-7.259999752E0,-5.039999962E0
3.490008775E0,1.973999977E1,-7.500000000E0,-5.039999962E0
3.500008741E0,1.968000031E1,-7.679999828E0,-4.739999771E0
3.510008774E0,1.955999947E1,-8.220000267E0,-4.739999771E0
3.520008774E0,1.992000008E1,-7.919999599E0,-5.279999733E0
3.530008740E0,1.950000000E1,-7.559999943E0,-5.279999733E0
3.540008740E0,1.985999870E1,-7.079999924E0,-4.920000076E0
3.550008740E0,1.961999893E1,-6.299999714E0,-4.859999657E0
3.560008706E0,1.937999916E1,-6.239999771E0,-4.859999657E0
3.570008706E0,1.968000031E1,-6.539999962E0,-4.679999828E0
3.580008739E0,1.968000031E1,-6.480000019E0,-4.739999771E0
3.590008739E0,2.010000038E1,-7.079999924E0,-5.039999962E0
3.600008739E0,2.027999878E1,-7.500000000E0,-4.739999771E0
3.610008705E0,2.027999878E1,-7.559999943E0,-5.099999905E0
3.620008738E0,2.010000038E1,-7.559999943E0,-5.400000095E0
3.630008771E0,1.985999870E1,-7.379999638E0,-5.099999905E0
3.640008771E0,1.955999947E1,-7.019999981E0,-5.339999676E0
3.650008737E0,1.973999977E1,-6.899999619E0,-5.159999847E0
3.660008703E0,2.003999901E1,-6.899999619E0,-5.219999790E0
3.670008736E0,1.997999954E1,-6.899999619E0,-5.159999847E0
3.680008736E0,2.010000038E1,-6.839999676E0,-4.920000076E0
3.690008736E0,2.034000015E1,-6.599999905E0,-5.039999962E0
3.700008702E0,1.985999870E1,-6.420000076E0,-4.559999943E0
3.710008702E0,2.003999901E1,-6.539999962E0,-4.619999886E0
3.720008668E0,1.961999893E1,-6.659999847E0,-4.859999657E0
3.730008701E0,1.926000023E1,-6.779999733E0,-4.980000019E0
3.740008701E0,1.943999863E1,-7.139999866E0,-5.099999905E0
3.750008701E0,1.943999863E1,-7.259999752E0,-5.159999847E0
3.760008667E0,1.937999916E1,-7.259999752E0,-4.799999714E0
3.770008633E0,1.919999886E1,-7.619999886E0,-4.319999695E0
3.780008699E0,1.907999992E1,-7.679999828E0,-4.679999828E0
3.790008699E0,1.877999878E1,-7.739999771E0,-5.219999790E0
3.800008699E0,1.913999939E1,-7.559999943E0,-5.819999695E0
3.810008665E0,1.937999916E1,-7.500000000E0,-5.879999638E0
3.820008665E0,1.979999924E1,-7.259999752E0,-5.819999695E0
3.830008731E0,1.985999870E1,-6.719999790E0,-5.039999962E0
3.840008731E0,2.021999931E1,-6.659999847E0,-4.679999828E0
3.850008731E0,1.997999954E1,-6.779999733E0,-4.859999657E0
3.860008731E0,1.992000008E1,-6.839999676E0,-4.859999657E0
3.870008697E0,1.997999954E1,-7.079999924E0,-5.219999790E0
3.880008663E0,1.961999893E1,-7.500000000E0,-5.099999905E0
3.890008696E0,1.992000008E1,-7.079999924E0,-5.400000095E0
3.900008696E0,1.979999924E1,-7.199999809E0,-5.159999847E0
3.910008696E0,2.010000038E1,-7.259999752E0,-5.219999790E0
3.920008662E0,2.027999878E1,-7.079999924E0,-5.400000095E0
3.930008662E0,2.045999908E1,-7.259999752E0,-5.159999847E0
3.940008695E0,2.027999878E1,-7.019999981E0,-5.339999676E0
3.950008695E0,1.955999947E1,-7.139999866E0,-5.159999847E0
3.960008695E0,1.913999939E1,-6.839999676E0,-4.799999714E0
3.970008661E0,1.907999992E1,-6.779999733E0,-4.679999828E0
3.980008694E0,1.937999916E1,-7.139999866E0,-4.799999714E0
3.990008727E0,2.021999931E1,-7.019999981E0,-5.219999790E0
4.000008727E0,2.087999916E1,-7.559999943E0,-5.519999981E0
4.010008727E0,2.100000000E1,-7.919999599E0,-5.639999866E0
4.020008727E0,2.093999863E1,-7.559999943E0,-5.460000038E0
4.030008693E0,2.069999886E1,-7.500000000E0,-5.460000038E0
4.040008693E0,2.052000046E1,-7.079999924E0,-5.339999676E0
4.050008726E0,1.997999954E1,-7.019999981E0,-5.460000038E0
4.060008726E0,1.997999954E1,-7.319999695E0,-5.039999962E0
4.070008726E0,1.992000008E1,-7.139999866E0,-4.739999771E0
4.080008659E0,1.985999870E1,-7.259999752E0,-4.859999657E0
4.090008692E0,2.003999901E1,-7.199999809E0,-4.859999657E0
4.100008725E0,2.021999931E1,-6.899999619E0,-5.400000095E0
4.110008725E0,1.979999924E1,-7.379999638E0,-5.219999790E0
4.120008691E0,1.985999870E1,-7.559999943E0,-5.039999962E0
4.130008624E0,2.015999985E1,-7.319999695E0,-5.039999962E0
4.140008657E0,1.985999870E1,-7.199999809E0,-4.199999809E0
4.150008657E0,2.010000038E1,-6.839999676E0,-4.199999809E0
4.160008657E0,2.010000038E1,-6.599999905E0,-4.319999695E0
4.170008657E0,1.955999947E1,-6.839999676E0,-4.259999752E0
