"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.030187551E1,-1.019999981E1,-2.510000038E1,-3.550000000E1
2.040194257E1,-1.030000019E1,-2.510000038E1,-3.570000076E1
2.050200327E1,-1.040000057E1,-2.560000038E1,-3.560000229E1
2.060206886E1,-1.010000038E1,-2.660000038E1,-3.529999924E1
2.070213596E1,-9.000000000E0,-2.830000114E1,-3.440000153E1
2.080220329E1,-7.900000095E0,-3.000000000E1,-3.329999924E1
2.090227202E1,-6.599999905E0,-3.150000000E1,-3.229999924E1
2.100233865E1,-6.599999905E0,-3.220000076E1,-3.170000076E1
2.110240585E1,-6.700000286E0,-3.270000076E1,-3.120000076E1
2.120247288E1,-7.099999905E0,-3.360000229E1,-3.020000076E1
2.130254665E1,-6.700000286E0,-3.460000229E1,-2.930000114E1
2.140261481E1,-5.700000286E0,-3.510000229E1,-3.000000000E1
2.150268121E1,-4.200000286E0,-3.479999924E1,-3.139999962E1
2.160274274E1,-3.000000000E0,-3.450000000E1,-3.270000076E1
2.170280857E1,-2.400000095E0,-3.410000229E1,-3.310000229E1
2.180287630E1,-1.800000072E0,-3.420000076E1,-3.340000153E1
2.190294300E1,-1.300000072E0,-3.429999924E1,-3.320000076E1
2.200301036E1,-2.000000030E-1,-3.440000153E1,-3.320000076E1
2.210307769E1,3.000000119E-1,-3.460000229E1,-3.279999924E1
2.220314486E1,5.000000000E-1,-3.510000229E1,-3.250000000E1
2.230321179E1,-1.000000015E-1,-3.579999924E1,-3.200000000E1
2.240328222E1,-6.999999881E-1,-3.610000229E1,-3.189999962E1
2.250335125E1,-1.100000024E0,-3.570000076E1,-3.270000076E1
2.260341715E1,-1.300000072E0,-3.479999924E1,-3.350000000E1
2.270348094E1,-2.299999952E0,-3.420000076E1,-3.410000229E1
2.280354727E1,-3.299999952E0,-3.370000076E1,-3.460000229E1
2.290361694E1,-3.799999952E0,-3.360000229E1,-3.490000153E1
2.300368480E1,-3.299999952E0,-3.350000000E1,-3.500000000E1
2.310375083E1,-2.700000048E0,-3.340000153E1,-3.460000229E1
2.320381723E1,-2.799999952E0,-3.379999924E1,-3.379999924E1
2.330388346E1,-2.700000048E0,-3.460000229E1,-3.290000153E1
2.340395126E1,-2.200000048E0,-3.560000229E1,-3.210000229E1
2.350401729E1,-1.200000048E0,-3.590000153E1,-3.200000000E1
2.360408878E1,-1.200000048E0,-3.550000000E1,-3.270000076E1
2.370415565E1,-2.200000048E0,-3.470000076E1,-3.290000153E1
2.380422415E1,-3.400000095E0,-3.460000229E1,-3.240000153E1
2.390428717E1,-3.900000095E0,-3.460000229E1,-3.160000038E1
2.400435394E1,-3.200000048E0,-3.520000076E1,-3.120000076E1
2.410442777E1,-2.500000000E0,-3.579999924E1,-3.089999962E1
2.420449527E1,-1.800000072E0,-3.660000229E1,-3.039999962E1
2.430456256E1,-1.800000072E0,-3.720000076E1,-2.989999962E1
2.440462196E1,-2.100000143E0,-3.770000076E1,-2.939999962E1
2.450468896E1,-2.400000095E0,-3.820000076E1,-2.889999962E1
2.460476138E1,-2.600000143E0,-3.829999924E1,-2.880000114E1
2.470483612E1,-3.200000048E0,-3.810000229E1,-2.910000038E1
2.480491091E1,-4.400000095E0,-3.779999924E1,-2.950000000E1
2.490497258E1,-5.400000095E0,-3.760000229E1,-2.960000038E1
2.500503248E1,-4.599999905E0,-3.700000000E1,-3.000000000E1
2.510509418E1,-3.400000095E0,-3.670000076E1,-3.020000076E1
2.520516121E1,-2.400000095E0,-3.650000000E1,-3.050000000E1
2.530522874E1,-2.100000143E0,-3.660000229E1,-3.050000000E1
2.540529963E1,-2.100000143E0,-3.620000076E1,-3.080000114E1
2.550536566E1,-2.299999952E0,-3.579999924E1,-3.120000076E1
2.560543086E1,-2.600000143E0,-3.550000000E1,-3.160000038E1
2.570550359E1,-3.400000095E0,-3.479999924E1,-3.220000076E1
2.580557235E1,-3.799999952E0,-3.390000153E1,-3.300000000E1
2.590564085E1,-4.500000000E0,-3.320000076E1,-3.370000076E1
2.600569615E1,-4.000000000E0,-3.279999924E1,-3.410000229E1
2.610576681E1,-3.000000000E0,-3.300000000E1,-3.379999924E1
2.620583394E1,-1.500000000E0,-3.360000229E1,-3.300000000E1
2.630621625E1,-5.000000000E-1,-3.460000229E1,-3.200000000E1
2.640627945E1,-3.000000119E-1,-3.550000000E1,-3.089999962E1
2.650634574E1,-5.000000000E-1,-3.620000076E1,-3.010000038E1
2.660641101E1,-6.999999881E-1,-3.679999924E1,-2.939999962E1
2.670647907E1,-5.000000000E-1,-3.660000229E1,-2.950000000E1
2.680654727E1,-3.000000119E-1,-3.550000000E1,-3.050000000E1
2.690661613E1,-1.200000048E0,-3.470000076E1,-3.110000038E1
2.700668210E1,-2.100000143E0,-3.410000229E1,-3.180000114E1
2.710674993E1,-2.200000048E0,-3.410000229E1,-3.189999962E1
2.720681939E1,-1.800000072E0,-3.460000229E1,-3.160000038E1
2.730688679E1,-1.300000072E0,-3.520000076E1,-3.089999962E1
2.740695319E1,-1.899999976E0,-3.579999924E1,-3.010000038E1
2.750701705E1,-2.500000000E0,-3.629999924E1,-2.960000038E1
2.760708601E1,-2.799999952E0,-3.679999924E1,-2.889999962E1
2.770715795E1,-2.500000000E0,-3.700000000E1,-2.870000076E1
2.780722688E1,-1.899999976E0,-3.620000076E1,-2.950000000E1
2.790729217E1,-2.100000143E0,-3.490000153E1,-3.080000114E1
2.800735454E1,-2.700000048E0,-3.400000000E1,-3.189999962E1
2.810742127E1,-2.799999952E0,-3.320000076E1,-3.240000153E1
2.820748840E1,-2.500000000E0,-3.310000229E1,-3.240000153E1
2.830755627E1,-2.500000000E0,-3.340000153E1,-3.210000229E1
2.840762313E1,-2.799999952E0,-3.400000000E1,-3.160000038E1
2.850768919E1,-3.000000000E0,-3.440000153E1,-3.130000114E1
2.860775382E1,-2.299999952E0,-3.429999924E1,-3.150000000E1
2.870782092E1,-1.399999976E0,-3.420000076E1,-3.150000000E1
2.880789215E1,-1.000000000E0,-3.400000000E1,-3.180000114E1
