"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.046928518E1,5.112695694E-2,4.078578949E-2,2.417537570E-2
3.056934988E1,1.770359278E-2,1.368522644E-1,1.866183281E-1
3.066941684E1,1.202344894E-3,2.518873215E-1,2.854872346E-1
3.076948417E1,-1.555652022E-1,4.239082336E-3,-2.848649025E-2
3.086955167E1,-1.466132402E-1,8.583831787E-2,4.924160242E-2
3.096961900E1,-1.057261825E-1,1.032791138E-1,-4.991853237E-2
3.106968660E1,-1.989823580E-2,7.348918915E-2,-1.924145222E-2
3.116975306E1,-3.606498241E-2,9.007644653E-2,3.877425194E-2
3.126981956E1,-5.381745100E-2,8.023357391E-2,2.382040024E-3
3.136988676E1,-8.692091703E-2,1.094665527E-1,-4.994463921E-2
3.146995436E1,-7.444953918E-2,9.217739105E-2,1.602226496E-2
3.157002212E1,-8.983516693E-2,7.287311554E-2,-2.836382389E-2
3.167008865E1,-4.694104195E-2,8.032417297E-2,5.205839872E-2
3.177015579E1,-5.412876606E-3,8.067703247E-2,-2.078336477E-2
3.187022315E1,-1.698153615E-1,1.019010544E-1,-7.879078388E-3
3.197029028E1,-6.322276592E-2,5.750274658E-2,2.220869064E-3
3.207035741E1,-7.397300005E-2,4.456138611E-2,7.149094343E-2
3.217042391E1,-6.701344252E-2,6.926345825E-2,2.692329884E-2
3.227049034E1,-5.680346489E-2,1.176958084E-1,-5.381345749E-3
3.237055798E1,-2.675598860E-2,6.589603424E-2,1.506304741E-2
3.247062530E1,-7.288670540E-2,7.253360748E-2,7.802453637E-2
3.257069310E1,-4.758971930E-2,6.045341492E-2,8.571195602E-2
3.267075970E1,-8.479541540E-2,7.774257660E-2,-2.838313580E-2
3.277082697E1,-7.312238216E-2,7.513999939E-2,6.023618579E-2
3.287089416E1,-4.101586342E-2,7.514190674E-2,1.432877779E-2
3.297096116E1,-9.583330154E-2,7.340621948E-2,-3.192692995E-2
3.307103339E1,-6.294625998E-2,7.447719574E-2,5.210053921E-2
3.317110016E1,-6.803870201E-3,5.764770508E-2,1.286804676E-2
3.327116752E1,-1.117512584E-1,1.121454239E-1,-5.753844976E-2
3.337122999E1,-7.909935713E-2,6.447219849E-2,3.544867039E-3
3.347129738E1,-6.698775291E-2,6.271648407E-2,4.228550196E-2
3.357136445E1,-1.182234287E-2,8.809185028E-2,-1.988822222E-2
3.367143125E1,-8.994185925E-2,1.066408157E-1,-1.000374556E-2
3.377164567E1,-6.612652540E-2,5.074405670E-2,8.239448071E-3
3.387171260E1,-5.906009674E-2,7.200908661E-2,5.021136999E-2
3.397177967E1,-5.941867828E-2,5.566406250E-2,-1.050549746E-2
3.407184667E1,-6.145393848E-2,7.286453247E-2,-2.891981602E-2
3.417191330E1,9.124755859E-3,7.162952423E-2,1.164555550E-3
3.427198013E1,-1.190242767E-1,5.878448486E-2,3.645932674E-2
3.437204736E1,-5.948555470E-2,1.086511612E-1,-2.029144764E-2
3.447211506E1,-6.454420090E-2,6.966495514E-2,-9.602528811E-2
3.457218259E1,-6.992864609E-2,9.713554382E-2,2.310335636E-2
3.467224979E1,-1.088657379E-1,6.597328186E-2,3.659129143E-3
3.477231705E1,-2.393448353E-2,5.951976776E-2,7.094660401E-2
3.487238418E1,-2.371919155E-2,9.102439880E-2,-2.351224422E-2
3.497245132E1,-7.994365692E-2,8.352851868E-2,2.630835772E-2
3.507251851E1,-3.222131729E-2,8.540439606E-2,3.229069710E-2
3.517258928E1,-1.206917763E-1,6.450557709E-2,2.619504929E-3
3.527266238E1,-4.075658321E-2,4.683589935E-2,4.447466135E-2
3.537272994E1,-5.419766903E-2,8.172702789E-2,2.014052868E-2
3.547279341E1,-6.233644485E-2,1.052465439E-1,1.033246517E-3
3.557285454E1,-1.057307720E-1,6.987285614E-2,-1.030715704E-1
3.567292124E1,-6.464111805E-2,3.295898438E-2,1.375599504E-1
3.577298840E1,3.742218018E-3,5.206871033E-2,-4.835885763E-2
3.587305553E1,4.046106339E-2,7.743263245E-2,-1.014309525E-1
3.597312250E1,-7.249867916E-2,9.517288208E-2,-6.622183323E-2
3.607318946E1,-8.358776569E-2,4.519271851E-2,1.531857252E-1
3.617325562E1,1.169407368E-2,8.022022247E-2,-1.076141596E-1
3.627332199E1,-1.367355585E-1,8.276653290E-2,-1.122117043E-2
3.637338922E1,-4.567575455E-2,8.216667175E-2,-3.336799145E-2
3.647345728E1,-1.138267517E-1,9.796047211E-2,1.324951649E-3
3.657352535E1,-4.731321335E-2,6.889533997E-2,-1.294851899E-1
3.667359318E1,-7.338440418E-2,9.603786469E-2,8.914232254E-3
