"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.448001731E1,3.318219911E-3,-6.055507343E-3,5.384777207E-3
2.458008622E1,-5.233893171E-3,-1.521848608E-2,1.149342954E-2
2.468015063E1,-1.134254597E-2,-6.666372530E-3,9.049968794E-3
2.478021778E1,4.539950285E-3,6.161797326E-3,1.515862066E-2
2.488028546E1,-5.233893171E-3,-1.155329403E-2,1.515862066E-2
2.498035234E1,-2.179567004E-3,-1.216415968E-2,1.454775594E-2
2.508041902E1,-1.256427635E-2,5.550932605E-3,8.439103141E-3
2.518048917E1,-8.899085224E-3,2.496606437E-3,4.773912020E-3
2.528055738E1,9.426872246E-3,-7.888102904E-3,1.638035290E-2
2.538062310E1,-4.012163263E-3,-4.222911317E-3,1.271515992E-2
2.548068781E1,1.370292995E-2,-1.277502440E-2,-1.945605734E-3
2.558075532E1,-1.500773709E-2,-9.109833278E-3,1.088256482E-2
2.568082140E1,9.426872246E-3,-1.521848608E-2,1.515862066E-2
2.578088915E1,-5.844758358E-3,1.274875714E-3,1.210429519E-2
2.588095793E1,-9.578366880E-4,2.496606437E-3,9.660834447E-3
2.598102451E1,1.003773790E-2,-1.399675570E-2,7.217372768E-3
2.608109162E1,1.553552505E-2,-9.720697999E-3,8.439103141E-3
2.618115584E1,1.797898673E-2,-5.444642156E-3,9.049968794E-3
2.628122375E1,-9.578366880E-4,-1.094242930E-2,2.248900384E-2
2.638129303E1,1.492465939E-2,-2.390315756E-3,9.660834447E-3
2.648141298E1,3.929085098E-3,-6.666372530E-3,1.454775594E-2
2.658147810E1,1.248119865E-2,-3.001180943E-3,1.210429519E-2
2.668154104E1,-1.012081560E-2,-7.888102904E-3,8.439103141E-3
2.678160816E1,3.318219911E-3,-1.338589005E-2,1.088256482E-2
2.688167581E1,7.594276685E-3,4.329202231E-3,8.439103141E-3
2.698174379E1,-4.012163263E-3,5.314527516E-5,1.210429519E-2
2.708180964E1,-4.623028450E-3,-5.577199627E-4,1.515862066E-2
2.718187442E1,8.205141872E-3,-9.720697999E-3,8.439103141E-3
2.728194343E1,-1.500773709E-2,-1.338589005E-2,9.049968794E-3
2.738201051E1,-1.684033312E-2,-7.277237717E-3,9.049968794E-3
2.748207812E1,-2.179567004E-3,5.314527516E-5,1.210429519E-2
2.758214497E1,-1.439687237E-2,3.718336811E-3,8.439103141E-3
2.768221295E1,4.539950285E-3,-6.666372530E-3,2.941316226E-3
2.778227970E1,8.747590473E-4,-6.666372530E-3,9.660834447E-3
2.788234715E1,9.426872246E-3,-1.277502440E-2,-6.221662741E-3
2.798241423E1,-8.899085224E-3,-1.644021645E-2,1.149342954E-2
2.808248071E1,-9.578366880E-4,-3.612046130E-3,1.576948725E-2
2.818254518E1,1.248119865E-2,-3.001180943E-3,1.149342954E-2
2.828261620E1,-9.578366880E-4,-5.577199627E-4,9.660834447E-3
2.838268212E1,2.638937731E-4,-3.001180943E-3,4.978551879E-4
2.848274913E1,-8.288219571E-3,-3.612046130E-3,-1.294117980E-2
2.858281771E1,1.736812107E-2,-5.444642156E-3,-1.233031508E-2
2.868288309E1,3.318219911E-3,-6.055507343E-3,-9.275988676E-3
2.878295063E1,8.816007525E-3,-6.666372530E-3,-1.355204545E-2
2.888301845E1,4.485705495E-2,5.314527516E-5,-1.477377582E-2
2.898308473E1,3.752667084E-2,-2.254886739E-2,-2.882367745E-2
2.908315187E1,1.797898673E-2,6.772662979E-3,-1.294117980E-2
2.918321642E1,2.775282972E-2,-6.055507343E-3,-1.782810129E-2
2.928328767E1,1.125946827E-2,2.496606437E-3,-2.332589030E-2
2.938335428E1,1.920071617E-2,-1.766194776E-2,-2.210415900E-2
2.948342043E1,-2.478158101E-2,-2.621405944E-2,-2.882367745E-2
2.958348757E1,-3.089023381E-2,-3.720963374E-2,-2.576934919E-2
2.968355452E1,8.747590473E-4,-2.621405944E-2,-2.943454124E-2
2.978362176E1,-9.578366880E-4,-1.521848608E-2,-2.699108049E-2
2.988368951E1,-1.134254597E-2,-4.222911317E-3,3.552181413E-3
2.998375596E1,-1.195341069E-2,-7.277237717E-3,2.554333024E-2
3.008382294E1,2.347677201E-2,-5.577199627E-4,2.798679098E-2
3.018388746E1,5.150815938E-3,1.227045059E-2,2.798679098E-2
3.028395744E1,1.309206430E-2,-4.222911317E-3,1.760208048E-2
3.038402571E1,1.675725542E-2,-3.110098280E-2,3.776063398E-2
3.048409153E1,1.553552505E-2,-3.659877181E-2,3.714976832E-2
3.058415931E1,8.517416567E-2,-4.331828654E-2,2.309986949E-2
3.068422562E1,4.241359606E-2,3.242900595E-2,4.570188001E-2
3.078429200E1,3.935926780E-2,4.525717348E-2,3.043025173E-2
3.088436025E1,1.736812107E-2,-7.277237717E-3,1.576948725E-2
3.098442716E1,-1.928379387E-2,-1.155329403E-2,3.898236528E-2
3.108449491E1,8.816007525E-3,-1.216415968E-2,3.104111739E-2
3.118455966E1,1.675725542E-2,-7.888102904E-3,3.043025173E-2
3.128462927E1,-7.066489197E-3,1.274875714E-3,1.454775594E-2
3.138469705E1,-1.684033312E-2,-7.888102904E-3,1.699121669E-2
3.148476303E1,-1.012081560E-2,-5.444642156E-3,2.004554309E-2
3.158482982E1,-2.417071536E-2,1.532477699E-2,2.309986949E-2
3.168489676E1,-1.439687237E-2,1.349218097E-2,2.432160079E-2
3.178496441E1,-2.172725461E-2,1.274875714E-3,1.515862066E-2
3.188503189E1,-3.516628966E-2,-1.094242930E-2,8.439103141E-3
3.198509847E1,-1.745119877E-2,-7.888102904E-3,1.760208048E-2
3.208516708E1,-3.469714429E-4,-2.132713981E-2,2.248900384E-2
3.218523613E1,2.638937731E-4,-3.612046130E-3,2.432160079E-2
3.228530461E1,1.675725542E-2,-5.577199627E-4,2.371073514E-2
3.238536616E1,-2.355985157E-2,2.693121508E-2,1.149342954E-2
3.248543404E1,1.485624351E-3,-4.222911317E-3,2.309986949E-2
3.258550106E1,1.553552505E-2,-1.399675570E-2,1.821294799E-2
3.268556824E1,-1.745119877E-2,-9.720697999E-3,1.821294799E-2
3.278563522E1,-2.790432423E-3,3.107471392E-3,1.699121669E-2
3.288570333E1,-8.288219571E-3,-2.010540850E-2,2.065640874E-2
3.298576944E1,2.408763953E-2,-2.193800360E-2,2.126727253E-2
3.308584249E1,1.370292995E-2,-8.498968557E-3,2.432160079E-2
3.318590040E1,2.530936897E-2,-1.033156365E-2,1.882381178E-2
3.328597788E1,1.492465939E-2,2.496606437E-3,1.760208048E-2
3.338603846E1,1.187033392E-2,-6.666372530E-3,1.576948725E-2
3.348610465E1,6.372546311E-3,-7.277237717E-3,1.882381178E-2
3.358617279E1,2.958542667E-2,-1.277502440E-2,1.760208048E-2
3.368623934E1,1.485624351E-3,-1.779450453E-3,1.699121669E-2
3.378645540E1,1.309206430E-2,-1.033156365E-2,2.859765664E-2
3.388652268E1,1.187033392E-2,-5.444642156E-3,2.798679098E-2
3.398658983E1,-1.684033312E-2,6.640105275E-4,3.714976832E-2
3.408665681E1,1.248119865E-2,2.021169849E-2,4.570188001E-2
3.418672049E1,-1.195341069E-2,1.776823774E-2,2.737592533E-2
3.428679044E1,-4.623028450E-3,-3.612046130E-3,3.470630944E-2
3.438685815E1,-7.677354384E-3,1.165958494E-2,3.043025173E-2
3.448692543E1,-8.288219571E-3,2.143342979E-2,2.554333024E-2
3.458699254E1,3.929085098E-3,9.216123261E-3,2.981938794E-2
3.468705975E1,-9.509949945E-3,-1.888367720E-2,4.692361504E-2
3.478712637E1,2.897455916E-2,-2.804665640E-2,4.570188001E-2
3.488719421E1,-7.677354384E-3,-1.766194776E-2,4.692361504E-2
3.498726113E1,9.426872246E-3,-5.577199627E-4,4.264755547E-2
3.508733227E1,-1.012081560E-2,7.994392887E-3,3.714976832E-2
3.518739462E1,1.003773790E-2,-1.779450453E-3,4.753447697E-2
3.528746690E1,5.150815938E-3,-2.315973490E-2,3.287371621E-2
3.538753282E1,1.858985052E-2,-3.612046130E-3,4.325842112E-2
3.548759656E1,2.286590822E-2,-2.682492696E-2,4.386929050E-2
3.558766444E1,3.935926780E-2,-2.499233000E-2,5.058880523E-2
3.568773085E1,5.157657713E-2,-6.469856948E-2,4.692361504E-2
3.578779763E1,4.607878998E-2,-5.981164798E-2,5.119966716E-2
3.588786531E1,1.920071617E-2,-2.499233000E-2,2.615419589E-2
3.598793226E1,3.325061873E-2,-1.827281155E-2,4.020409659E-2
3.608800031E1,3.691580892E-2,-2.743579075E-2,3.287371621E-2
3.618806406E1,1.064860262E-2,-1.460762043E-2,3.043025173E-2
3.628813424E1,1.797898673E-2,-1.766194776E-2,4.753447697E-2
3.638820042E1,1.125946827E-2,-2.315973490E-2,4.753447697E-2
3.648826773E1,1.064860262E-2,-7.752674073E-2,6.280610710E-2
3.658833571E1,1.675725542E-2,-4.148568958E-2,7.868860662E-2
3.668840232E1,-1.568701933E-3,-4.209655896E-2,8.846244961E-2
3.678846914E1,1.125946827E-2,-2.315973490E-2,9.212763608E-2
3.688853732E1,6.983411498E-3,-2.987925150E-2,6.647130102E-2
3.698860453E1,-1.684033312E-2,-1.827281155E-2,6.647130102E-2
3.708867018E1,-1.317514107E-2,-2.499233000E-2,6.708216667E-2
3.718873363E1,-1.989465952E-2,-6.666372530E-3,6.158437952E-2
3.728880444E1,9.426872246E-3,-2.499233000E-2,7.624514401E-2
3.738887419E1,-8.899085224E-3,-5.370299518E-2,6.952562928E-2
3.748893904E1,1.485624351E-3,-6.103337929E-2,7.929947227E-2
3.758900575E1,-3.401297610E-3,-2.499233000E-2,6.341698021E-2
3.768907339E1,1.485624351E-3,-9.720697999E-3,6.708216667E-2
3.778914087E1,-1.500773709E-2,2.448775433E-2,1.760208048E-2
3.788920795E1,-2.111639082E-2,2.021169849E-2,2.554333024E-2
3.798927473E1,-2.600331046E-2,3.059640713E-2,6.606507581E-3
