"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.562569000E1,1.407833576E0,9.775823593E0,-5.961744189E-1
3.572575638E1,1.405439258E0,9.797372818E0,-6.895511150E-1
3.582582346E1,1.613741279E0,9.735121727E0,-8.068706393E-1
3.592589031E1,1.520364523E0,9.732727051E0,-7.374366522E-1
3.602595732E1,1.577827096E0,9.713572502E0,-7.853221297E-1
3.612602510E1,1.613741279E0,9.718361855E0,-8.571503758E-1
3.622608839E1,1.515576005E0,9.720755577E0,-8.786988258E-1
3.632615970E1,1.608952641E0,9.699207306E0,-8.930644989E-1
3.642622604E1,1.585009933E0,9.687235832E0,-8.140534163E-1
3.652629339E1,1.589798450E0,9.701601982E0,-9.241901040E-1
3.662636200E1,1.666415215E0,9.684841156E0,-9.050358534E-1
3.672642742E1,1.805283189E0,9.651321411E0,-8.834874034E-1
3.682649466E1,1.965699673E0,9.572310448E0,-9.577099085E-1
3.692656161E1,1.982459545E0,9.605830193E0,-9.888355136E-1
3.702662922E1,2.097384691E0,9.572310448E0,-8.571503758E-1
3.712669564E1,2.073441982E0,9.646533012E0,-9.912297726E-1
3.722675975E1,2.004008055E0,9.603436470E0,-8.475732803E-1
3.732683017E1,2.142875910E0,9.624984741E0,-8.403904438E-1
3.742689738E1,2.176395893E0,9.605830193E0,-8.475732803E-1
3.752696496E1,2.310475111E0,9.572310448E0,-8.978530765E-1
3.762703164E1,2.322446585E0,9.514847755E0,-9.313728809E-1
3.772709872E1,2.504411459E0,9.526819229E0,-9.936240315E-1
3.782716676E1,2.370332003E0,9.574705124E0,-9.098244309E-1
3.792723354E1,2.449343204E0,9.522030830E0,-8.475732803E-1
3.802730069E1,2.372726440E0,9.545973778E0,-8.164477348E-1
3.812736621E1,2.415823221E0,9.510059357E0,-7.757450342E-1
3.822743709E1,2.389486313E0,9.505270958E0,-8.308133483E-1
3.832750130E1,2.408640385E0,9.545973778E0,-7.685621977E-1
3.842757042E1,2.363149166E0,9.531607628E0,-8.116591573E-1
3.852763693E1,2.145270348E0,9.591464996E0,5.650488734E-1
3.862770245E1,2.456526041E0,9.340065956E0,-3.208328187E-1
3.872777463E1,2.343995094E0,9.598648071E0,-4.189980924E-1
3.882783821E1,2.200338602E0,9.557945251E0,-5.267404318E-1
3.892790452E1,2.207521439E0,9.620196342E0,-6.488484740E-1
3.902797230E1,2.303292274E0,9.593858719E0,-4.932205975E-1
3.912803802E1,2.126116037E0,9.617801666E0,-4.788549542E-1
3.922810227E1,2.135693073E0,9.634561539E0,-4.836435020E-1
3.932817591E1,2.257801056E0,9.641744614E0,-5.171633363E-1
3.942823973E1,2.061470509E0,9.641744614E0,-5.195576549E-1
3.952830664E1,2.152452946E0,9.579493523E0,-3.256213665E-1
