"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.696064965E1,6.010626554E-1,4.893274978E-2,-2.461903095E-1
3.706071233E1,9.694144130E-1,1.166996919E-2,-3.402635455E-1
3.716077934E1,6.505427957E-1,-2.876539826E-1,-6.872349977E-1
3.726085496E1,1.288638562E-1,-1.911372989E-1,-1.000608921E0
3.736091631E1,2.440589853E-2,-5.674693733E-2,-3.940196931E-1
3.746098432E1,-1.386951208E-1,1.191822514E-1,5.864189863E-1
3.756104650E1,-3.641043901E-1,2.010381967E-1,7.812850475E-1
3.766111965E1,-5.149881244E-1,2.077577263E-1,7.434113622E-1
3.776118196E1,-6.261655688E-1,-4.855743349E-1,1.174071431E0
3.786125784E1,-5.986766219E-1,1.900035329E-2,1.691980660E-1
