"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.666675456E0,6.766220570E0,5.231490612E0,5.813299179E0
4.766735706E0,7.656890869E0,3.189173937E0,9.517242432E0
4.866803253E0,1.311583710E1,1.379102230E0,1.136562252E1
4.966870964E0,1.004398251E1,4.793338299E0,7.628159523E0
5.066945710E0,3.047911882E0,4.905869007E0,7.977723598E0
5.166999757E0,2.221887112E0,6.234691620E0,7.012830734E0
5.267071344E0,4.982485771E0,8.954587936E0,1.127703428E0
5.367145590E0,-2.260195494E0,1.132970810E1,2.846792698E0
5.467206837E0,-1.881899953E0,1.495464039E1,-1.340793848E0
5.567273388E0,1.762186289E0,9.768641472E0,2.085413456E0
5.667340234E0,8.882759809E-1,9.196409225E0,3.541132450E0
5.767407812E0,1.501210332E0,5.983292580E0,5.777385235E0
5.867473825E0,2.973689318E0,3.864359617E0,6.162863255E0
5.967547637E0,6.241874218E0,2.590605259E0,1.003919411E1
6.067611151E0,1.453085423E1,1.132491946E0,1.187560272E1
6.167677066E0,1.115253162E1,4.350397110E0,6.378347874E0
6.267741180E0,3.404658794E0,4.075055599E0,8.442213058E0
6.367812494E0,4.745452881E0,6.277788639E0,3.239453793E0
6.467880972E0,2.614548206E0,8.123774529E0,2.889889717E0
6.567942685E0,-1.077423692E0,1.077902508E1,2.334417820E0
6.668011065E0,-1.726272106E0,1.321400261E1,-2.130904645E-1
6.768091611E0,-5.650488734E-1,1.027862167E1,1.764580488E0
6.868148392E0,2.063864946E0,8.631361008E0,2.087807655E0
6.968213406E0,6.605803967E0,7.553936958E0,4.992063046E0
7.068280486E0,6.100612164E0,5.260221958E0,5.640911579E0
7.168341233E0,7.249864101E0,3.148471355E0,1.057551193E1
7.268411780E0,1.195461369E1,-1.101366431E-1,1.022834206E1
7.368481624E0,1.051326084E1,2.545114040E0,7.292961121E0
7.468547105E0,3.378321648E0,5.035160065E0,6.967339516E0
7.568616921E0,4.254626274E0,7.127756119E0,1.213897347E0
7.668685268E0,1.137280583E0,9.785401344E0,1.594586968E0
7.768752482E0,6.368771195E-1,1.182053471E1,-1.173194647E-1
